Item_ID,Client_ID,Company_Name,Billing_Email,Address,Description,Quantity,Rate,Status
LINE-11127,C-005,Tyrell Corporation,payables@tyrell.io,"Top Floor, Tyrell Pyramid, Los Angeles",UI/UX Design Framework Component Library,33,135,Unbilled
LINE-11128,C-013,Virtucon Industries,numbertwo@virtucon.com,"Dr. Evil Volcano Lair, Pacific Ocean",Enterprise Cybersecurity Penetration Audit,14,215,Unbilled
LINE-11129,C-006,Cyberdyne Systems,finance@cyberdyne.com,"18111 Von Karman Avenue, Irvine",Full-Stack Application Load Balancing Deployment,14,180,Unbilled
LINE-11130,C-005,Tyrell Corporation,payables@tyrell.io,"Top Floor, Tyrell Pyramid, Los Angeles",Microservices Network Mesh Configuration,52,195,Unbilled
LINE-11131,C-004,Oscorp Industries,billing@oscorp.com,"900 Avenue of the Americas, New York",Enterprise Cybersecurity Penetration Audit,36,240,Unbilled
LINE-11132,C-005,Tyrell Corporation,payables@tyrell.io,"Top Floor, Tyrell Pyramid, Los Angeles",Database Optimization & Performance Tuning,35,190,Billed
LINE-11133,C-002,Stark Industries,pepper@stark.com,"10880 Malibu Point, California",Database Optimization & Performance Tuning,41,155,Unbilled
LINE-11134,C-007,Initech LLC,lumbergh@initech.com,"4120 Freemont Ave, Austin",Cloud Infrastructure Architecture Review,8,160,Unbilled
LINE-11135,C-008,Umbrella Corp,redqueen@umbrella.com,Raccoon City Underground Facility,Database Optimization & Performance Tuning,10,175,Unbilled
LINE-11136,C-009,Hooli Inc,gavin@hooli.xyz,"100 Hooli Way, Mountain View",Automated ETL Pipeline Monitoring Setup,38,170,Billed
LINE-11137,C-012,Soylent Corp,green@soylent.com,"Unit 4B Industrial District, New York",Predictive ML Model Compliance Validation,29,250,Billed
LINE-11138,C-010,Massive Dynamic,billing@massivedynamic.com,"655 Madison Avenue, New York",Custom RESTful API Gateway Integration,29,130,Unbilled
LINE-11139,C-015,Avery Sterling Finance,accounts@sterling.com,"550 Park Avenue, New York",Legacy Software Refactoring & Debt Remediation,5,120,Unbilled
LINE-11140,C-010,Massive Dynamic,billing@massivedynamic.com,"655 Madison Avenue, New York",Full-Stack Application Load Balancing Deployment,9,250,Unbilled
LINE-11141,C-015,Avery Sterling Finance,accounts@sterling.com,"550 Park Avenue, New York",IT Infrastructure Disaster Recovery Simulation,49,220,Unbilled
LINE-11142,C-006,Cyberdyne Systems,finance@cyberdyne.com,"18111 Von Karman Avenue, Irvine",Full-Stack Application Load Balancing Deployment,21,215,Unbilled
LINE-11143,C-008,Umbrella Corp,redqueen@umbrella.com,Raccoon City Underground Facility,Blockchain Ledger Reconciliation Compliance Consulting,48,315,Billed
LINE-11144,C-014,Reynholm Industries,douglas@reynholm.co.uk,"100 Reynholm Towers, London",Blockchain Ledger Reconciliation Compliance Consulting,14,350,Unbilled
LINE-11145,C-002,Stark Industries,pepper@stark.com,"10880 Malibu Point, California",Custom RESTful API Gateway Integration,13,140,Unbilled
LINE-11146,C-013,Virtucon Industries,numbertwo@virtucon.com,"Dr. Evil Volcano Lair, Pacific Ocean",Microservices Network Mesh Configuration,53,205,Unbilled
LINE-11147,C-005,Tyrell Corporation,payables@tyrell.io,"Top Floor, Tyrell Pyramid, Los Angeles",UI/UX Design Framework Component Library,58,100,Unbilled
LINE-11148,C-013,Virtucon Industries,numbertwo@virtucon.com,"Dr. Evil Volcano Lair, Pacific Ocean",Full-Stack Application Load Balancing Deployment,24,200,Unbilled
LINE-11149,C-012,Soylent Corp,green@soylent.com,"Unit 4B Industrial District, New York",Corporate System Administration Workshop,29,100,Unbilled
LINE-11150,C-004,Oscorp Industries,billing@oscorp.com,"900 Avenue of the Americas, New York",Full-Stack Application Load Balancing Deployment,51,210,Unbilled
LINE-11151,C-011,Gekko & Co,gordon@gekkoco.com,"40 Wall Street, New York",UI/UX Design Framework Component Library,32,110,Billed
LINE-11152,C-011,Gekko & Co,gordon@gekkoco.com,"40 Wall Street, New York",Blockchain Ledger Reconciliation Compliance Consulting,11,325,Billed
LINE-11153,C-008,Umbrella Corp,redqueen@umbrella.com,Raccoon City Underground Facility,Full-Stack Application Load Balancing Deployment,31,250,Unbilled
LINE-11154,C-009,Hooli Inc,gavin@hooli.xyz,"100 Hooli Way, Mountain View",DevOps CI/CD Automation Architecture Engineering,31,180,Unbilled
LINE-11155,C-012,Soylent Corp,green@soylent.com,"Unit 4B Industrial District, New York",Automated ETL Pipeline Monitoring Setup,47,210,Billed
LINE-11156,C-009,Hooli Inc,gavin@hooli.xyz,"100 Hooli Way, Mountain View",Microservices Network Mesh Configuration,43,195,Unbilled
LINE-11157,C-013,Virtucon Industries,numbertwo@virtucon.com,"Dr. Evil Volcano Lair, Pacific Ocean",UI/UX Design Framework Component Library,51,135,Unbilled
LINE-11158,C-014,Reynholm Industries,douglas@reynholm.co.uk,"100 Reynholm Towers, London",Automated ETL Pipeline Monitoring Setup,6,210,Unbilled
LINE-11159,C-008,Umbrella Corp,redqueen@umbrella.com,Raccoon City Underground Facility,Predictive ML Model Compliance Validation,2,260,Billed
LINE-11160,C-007,Initech LLC,lumbergh@initech.com,"4120 Freemont Ave, Austin",Microservices Network Mesh Configuration,39,265,Unbilled
LINE-11161,C-014,Reynholm Industries,douglas@reynholm.co.uk,"100 Reynholm Towers, London",UI/UX Design Framework Component Library,12,90,Unbilled
LINE-11162,C-005,Tyrell Corporation,payables@tyrell.io,"Top Floor, Tyrell Pyramid, Los Angeles",Automated ETL Pipeline Monitoring Setup,28,160,Unbilled
LINE-11163,C-010,Massive Dynamic,billing@massivedynamic.com,"655 Madison Avenue, New York",Predictive ML Model Compliance Validation,30,270,Unbilled
LINE-11164,C-015,Avery Sterling Finance,accounts@sterling.com,"550 Park Avenue, New York",Custom RESTful API Gateway Integration,4,165,Unbilled
LINE-11165,C-009,Hooli Inc,gavin@hooli.xyz,"100 Hooli Way, Mountain View",Predictive ML Model Compliance Validation,8,285,Unbilled
LINE-11166,C-007,Initech LLC,lumbergh@initech.com,"4120 Freemont Ave, Austin",Cloud Infrastructure Architecture Review,25,150,Unbilled
LINE-11167,C-001,Wayne Enterprises,bruce@wayne.corp,"1007 Mountain Drive, Gotham",DevOps CI/CD Automation Architecture Engineering,34,205,Unbilled
LINE-11168,C-013,Virtucon Industries,numbertwo@virtucon.com,"Dr. Evil Volcano Lair, Pacific Ocean",Corporate System Administration Workshop,57,80,Unbilled
LINE-11169,C-010,Massive Dynamic,billing@massivedynamic.com,"655 Madison Avenue, New York",Corporate System Administration Workshop,29,90,Unbilled
LINE-11170,C-006,Cyberdyne Systems,finance@cyberdyne.com,"18111 Von Karman Avenue, Irvine",Full-Stack Application Load Balancing Deployment,59,180,Unbilled
LINE-11171,C-007,Initech LLC,lumbergh@initech.com,"4120 Freemont Ave, Austin",Big Data Warehouse Schema Warehousing,56,175,Unbilled
LINE-11172,C-006,Cyberdyne Systems,finance@cyberdyne.com,"18111 Von Karman Avenue, Irvine",Legacy Software Refactoring & Debt Remediation,40,130,Unbilled
LINE-11173,C-008,Umbrella Corp,redqueen@umbrella.com,Raccoon City Underground Facility,Big Data Warehouse Schema Warehousing,31,235,Unbilled
LINE-11174,C-010,Massive Dynamic,billing@massivedynamic.com,"655 Madison Avenue, New York",Enterprise Cybersecurity Penetration Audit,12,275,Unbilled
LINE-11175,C-007,Initech LLC,lumbergh@initech.com,"4120 Freemont Ave, Austin",UI/UX Design Framework Component Library,30,100,Unbilled
LINE-11176,C-002,Stark Industries,pepper@stark.com,"10880 Malibu Point, California",IT Infrastructure Disaster Recovery Simulation,36,255,Unbilled
LINE-11177,C-008,Umbrella Corp,redqueen@umbrella.com,Raccoon City Underground Facility,Legacy Software Refactoring & Debt Remediation,5,180,Unbilled
LINE-11178,C-014,Reynholm Industries,douglas@reynholm.co.uk,"100 Reynholm Towers, London",Automated ETL Pipeline Monitoring Setup,46,175,Unbilled
LINE-11179,C-006,Cyberdyne Systems,finance@cyberdyne.com,"18111 Von Karman Avenue, Irvine",DevOps CI/CD Automation Architecture Engineering,31,200,Unbilled
LINE-11180,C-003,Acme Corporation,accounting@acme.com,"123 Industrial Way, Chicago",IT Infrastructure Disaster Recovery Simulation,18,240,Unbilled
LINE-11181,C-011,Gekko & Co,gordon@gekkoco.com,"40 Wall Street, New York",Enterprise Cybersecurity Penetration Audit,50,240,Unbilled
LINE-11182,C-015,Avery Sterling Finance,accounts@sterling.com,"550 Park Avenue, New York",DevOps CI/CD Automation Architecture Engineering,19,170,Unbilled
LINE-11183,C-010,Massive Dynamic,billing@massivedynamic.com,"655 Madison Avenue, New York",Legacy Software Refactoring & Debt Remediation,10,155,Unbilled
LINE-11184,C-007,Initech LLC,lumbergh@initech.com,"4120 Freemont Ave, Austin",Legacy Software Refactoring & Debt Remediation,7,130,Unbilled
LINE-11185,C-002,Stark Industries,pepper@stark.com,"10880 Malibu Point, California",Database Optimization & Performance Tuning,17,155,Billed
LINE-11186,C-001,Wayne Enterprises,bruce@wayne.corp,"1007 Mountain Drive, Gotham",DevOps CI/CD Automation Architecture Engineering,43,200,Unbilled
LINE-11187,C-012,Soylent Corp,green@soylent.com,"Unit 4B Industrial District, New York",Cloud Infrastructure Architecture Review,24,200,Unbilled
LINE-11188,C-015,Avery Sterling Finance,accounts@sterling.com,"550 Park Avenue, New York",Corporate System Administration Workshop,49,100,Unbilled
LINE-11189,C-015,Avery Sterling Finance,accounts@sterling.com,"550 Park Avenue, New York",Corporate System Administration Workshop,13,115,Unbilled
LINE-11190,C-006,Cyberdyne Systems,finance@cyberdyne.com,"18111 Von Karman Avenue, Irvine",Microservices Network Mesh Configuration,16,225,Unbilled
LINE-11191,C-007,Initech LLC,lumbergh@initech.com,"4120 Freemont Ave, Austin",Full-Stack Application Load Balancing Deployment,5,190,Unbilled
LINE-11192,C-004,Oscorp Industries,billing@oscorp.com,"900 Avenue of the Americas, New York",Microservices Network Mesh Configuration,19,225,Unbilled
LINE-11193,C-007,Initech LLC,lumbergh@initech.com,"4120 Freemont Ave, Austin",Legacy Software Refactoring & Debt Remediation,43,140,Unbilled
LINE-11194,C-015,Avery Sterling Finance,accounts@sterling.com,"550 Park Avenue, New York",Automated ETL Pipeline Monitoring Setup,33,160,Billed
LINE-11195,C-015,Avery Sterling Finance,accounts@sterling.com,"550 Park Avenue, New York",Database Optimization & Performance Tuning,24,155,Unbilled
LINE-11196,C-015,Avery Sterling Finance,accounts@sterling.com,"550 Park Avenue, New York",Legacy Software Refactoring & Debt Remediation,39,180,Unbilled
LINE-11197,C-004,Oscorp Industries,billing@oscorp.com,"900 Avenue of the Americas, New York",Corporate System Administration Workshop,44,80,Billed
LINE-11198,C-008,Umbrella Corp,redqueen@umbrella.com,Raccoon City Underground Facility,Full-Stack Application Load Balancing Deployment,47,215,Unbilled
LINE-11199,C-008,Umbrella Corp,redqueen@umbrella.com,Raccoon City Underground Facility,Enterprise Cybersecurity Penetration Audit,33,275,Unbilled
LINE-11200,C-014,Reynholm Industries,douglas@reynholm.co.uk,"100 Reynholm Towers, London",Automated ETL Pipeline Monitoring Setup,30,170,Unbilled
LINE-11201,C-006,Cyberdyne Systems,finance@cyberdyne.com,"18111 Von Karman Avenue, Irvine",Corporate System Administration Workshop,39,115,Unbilled
LINE-11202,C-003,Acme Corporation,accounting@acme.com,"123 Industrial Way, Chicago",Predictive ML Model Compliance Validation,31,310,Unbilled
LINE-11203,C-015,Avery Sterling Finance,accounts@sterling.com,"550 Park Avenue, New York",Blockchain Ledger Reconciliation Compliance Consulting,32,310,Unbilled
LINE-11204,C-014,Reynholm Industries,douglas@reynholm.co.uk,"100 Reynholm Towers, London",Microservices Network Mesh Configuration,50,240,Unbilled
LINE-11205,C-005,Tyrell Corporation,payables@tyrell.io,"Top Floor, Tyrell Pyramid, Los Angeles",IT Infrastructure Disaster Recovery Simulation,32,290,Unbilled
LINE-11206,C-013,Virtucon Industries,numbertwo@virtucon.com,"Dr. Evil Volcano Lair, Pacific Ocean",Enterprise Cybersecurity Penetration Audit,21,240,Unbilled
LINE-11207,C-008,Umbrella Corp,redqueen@umbrella.com,Raccoon City Underground Facility,Enterprise Cybersecurity Penetration Audit,4,250,Unbilled
LINE-11208,C-002,Stark Industries,pepper@stark.com,"10880 Malibu Point, California",Corporate System Administration Workshop,29,90,Unbilled
LINE-11209,C-008,Umbrella Corp,redqueen@umbrella.com,Raccoon City Underground Facility,Big Data Warehouse Schema Warehousing,50,235,Unbilled
LINE-11210,C-011,Gekko & Co,gordon@gekkoco.com,"40 Wall Street, New York",Microservices Network Mesh Configuration,49,205,Unbilled
LINE-11211,C-010,Massive Dynamic,billing@massivedynamic.com,"655 Madison Avenue, New York",Enterprise Cybersecurity Penetration Audit,10,225,Unbilled
LINE-11212,C-002,Stark Industries,pepper@stark.com,"10880 Malibu Point, California",Cloud Infrastructure Architecture Review,25,150,Unbilled
LINE-11213,C-011,Gekko & Co,gordon@gekkoco.com,"40 Wall Street, New York",UI/UX Design Framework Component Library,60,120,Billed
LINE-11214,C-012,Soylent Corp,green@soylent.com,"Unit 4B Industrial District, New York",Predictive ML Model Compliance Validation,23,275,Unbilled
LINE-11215,C-012,Soylent Corp,green@soylent.com,"Unit 4B Industrial District, New York",Automated ETL Pipeline Monitoring Setup,41,160,Unbilled
LINE-11216,C-013,Virtucon Industries,numbertwo@virtucon.com,"Dr. Evil Volcano Lair, Pacific Ocean",Enterprise Cybersecurity Penetration Audit,54,275,Unbilled
LINE-11217,C-007,Initech LLC,lumbergh@initech.com,"4120 Freemont Ave, Austin",UI/UX Design Framework Component Library,14,160,Unbilled
LINE-11218,C-009,Hooli Inc,gavin@hooli.xyz,"100 Hooli Way, Mountain View",Custom RESTful API Gateway Integration,45,155,Unbilled
LINE-11219,C-002,Stark Industries,pepper@stark.com,"10880 Malibu Point, California",Automated ETL Pipeline Monitoring Setup,35,210,Unbilled
LINE-11220,C-012,Soylent Corp,green@soylent.com,"Unit 4B Industrial District, New York",Database Optimization & Performance Tuning,50,175,Unbilled
LINE-11221,C-001,Wayne Enterprises,bruce@wayne.corp,"1007 Mountain Drive, Gotham",Legacy Software Refactoring & Debt Remediation,24,110,Unbilled
LINE-11222,C-005,Tyrell Corporation,payables@tyrell.io,"Top Floor, Tyrell Pyramid, Los Angeles",Legacy Software Refactoring & Debt Remediation,29,145,Billed
LINE-11223,C-012,Soylent Corp,green@soylent.com,"Unit 4B Industrial District, New York",Legacy Software Refactoring & Debt Remediation,10,140,Unbilled
LINE-11224,C-010,Massive Dynamic,billing@massivedynamic.com,"655 Madison Avenue, New York",UI/UX Design Framework Component Library,30,110,Unbilled
LINE-11225,C-014,Reynholm Industries,douglas@reynholm.co.uk,"100 Reynholm Towers, London",UI/UX Design Framework Component Library,2,160,Unbilled
LINE-11226,C-011,Gekko & Co,gordon@gekkoco.com,"40 Wall Street, New York",IT Infrastructure Disaster Recovery Simulation,52,220,Unbilled
LINE-11227,C-003,Acme Corporation,accounting@acme.com,"123 Industrial Way, Chicago",Enterprise Cybersecurity Penetration Audit,9,215,Unbilled
LINE-11228,C-013,Virtucon Industries,numbertwo@virtucon.com,"Dr. Evil Volcano Lair, Pacific Ocean",Custom RESTful API Gateway Integration,31,190,Unbilled
LINE-11229,C-011,Gekko & Co,gordon@gekkoco.com,"40 Wall Street, New York",Blockchain Ledger Reconciliation Compliance Consulting,41,300,Unbilled
LINE-11230,C-008,Umbrella Corp,redqueen@umbrella.com,Raccoon City Underground Facility,Predictive ML Model Compliance Validation,45,270,Unbilled
LINE-11231,C-005,Tyrell Corporation,payables@tyrell.io,"Top Floor, Tyrell Pyramid, Los Angeles",UI/UX Design Framework Component Library,43,90,Billed
LINE-11232,C-010,Massive Dynamic,billing@massivedynamic.com,"655 Madison Avenue, New York",Predictive ML Model Compliance Validation,47,310,Unbilled
LINE-11233,C-012,Soylent Corp,green@soylent.com,"Unit 4B Industrial District, New York",DevOps CI/CD Automation Architecture Engineering,35,200,Billed
LINE-11234,C-008,Umbrella Corp,redqueen@umbrella.com,Raccoon City Underground Facility,Cloud Infrastructure Architecture Review,57,150,Unbilled
LINE-11235,C-005,Tyrell Corporation,payables@tyrell.io,"Top Floor, Tyrell Pyramid, Los Angeles",DevOps CI/CD Automation Architecture Engineering,22,190,Unbilled
LINE-11236,C-014,Reynholm Industries,douglas@reynholm.co.uk,"100 Reynholm Towers, London",Microservices Network Mesh Configuration,24,265,Unbilled
LINE-11237,C-003,Acme Corporation,accounting@acme.com,"123 Industrial Way, Chicago",IT Infrastructure Disaster Recovery Simulation,54,220,Unbilled
LINE-11238,C-006,Cyberdyne Systems,finance@cyberdyne.com,"18111 Von Karman Avenue, Irvine",Cloud Infrastructure Architecture Review,33,165,Unbilled
LINE-11239,C-014,Reynholm Industries,douglas@reynholm.co.uk,"100 Reynholm Towers, London",Enterprise Cybersecurity Penetration Audit,33,215,Unbilled
LINE-11240,C-015,Avery Sterling Finance,accounts@sterling.com,"550 Park Avenue, New York",Database Optimization & Performance Tuning,51,175,Unbilled
LINE-11241,C-004,Oscorp Industries,billing@oscorp.com,"900 Avenue of the Americas, New York",Full-Stack Application Load Balancing Deployment,58,215,Unbilled
LINE-11242,C-004,Oscorp Industries,billing@oscorp.com,"900 Avenue of the Americas, New York",Cloud Infrastructure Architecture Review,21,160,Billed
LINE-11243,C-001,Wayne Enterprises,bruce@wayne.corp,"1007 Mountain Drive, Gotham",Blockchain Ledger Reconciliation Compliance Consulting,46,310,Unbilled
LINE-11244,C-002,Stark Industries,pepper@stark.com,"10880 Malibu Point, California",UI/UX Design Framework Component Library,49,100,Unbilled
LINE-11245,C-009,Hooli Inc,gavin@hooli.xyz,"100 Hooli Way, Mountain View",UI/UX Design Framework Component Library,17,100,Unbilled
LINE-11246,C-002,Stark Industries,pepper@stark.com,"10880 Malibu Point, California",Blockchain Ledger Reconciliation Compliance Consulting,46,350,Unbilled
LINE-11247,C-012,Soylent Corp,green@soylent.com,"Unit 4B Industrial District, New York",Custom RESTful API Gateway Integration,25,155,Unbilled
LINE-11248,C-007,Initech LLC,lumbergh@initech.com,"4120 Freemont Ave, Austin",Enterprise Cybersecurity Penetration Audit,54,240,Billed
LINE-11249,C-014,Reynholm Industries,douglas@reynholm.co.uk,"100 Reynholm Towers, London",Custom RESTful API Gateway Integration,44,190,Unbilled
LINE-11250,C-005,Tyrell Corporation,payables@tyrell.io,"Top Floor, Tyrell Pyramid, Los Angeles",Corporate System Administration Workshop,11,115,Billed
LINE-11251,C-011,Gekko & Co,gordon@gekkoco.com,"40 Wall Street, New York",Big Data Warehouse Schema Warehousing,15,185,Unbilled
LINE-11252,C-015,Avery Sterling Finance,accounts@sterling.com,"550 Park Avenue, New York",Blockchain Ledger Reconciliation Compliance Consulting,18,280,Unbilled
LINE-11253,C-012,Soylent Corp,green@soylent.com,"Unit 4B Industrial District, New York",Legacy Software Refactoring & Debt Remediation,3,140,Billed
LINE-11254,C-007,Initech LLC,lumbergh@initech.com,"4120 Freemont Ave, Austin",Automated ETL Pipeline Monitoring Setup,51,150,Unbilled
LINE-11255,C-004,Oscorp Industries,billing@oscorp.com,"900 Avenue of the Americas, New York",Custom RESTful API Gateway Integration,38,150,Unbilled
LINE-11256,C-014,Reynholm Industries,douglas@reynholm.co.uk,"100 Reynholm Towers, London",Custom RESTful API Gateway Integration,56,120,Billed
LINE-11257,C-010,Massive Dynamic,billing@massivedynamic.com,"655 Madison Avenue, New York",Enterprise Cybersecurity Penetration Audit,26,235,Billed
LINE-11258,C-008,Umbrella Corp,redqueen@umbrella.com,Raccoon City Underground Facility,Automated ETL Pipeline Monitoring Setup,57,210,Unbilled
LINE-11259,C-001,Wayne Enterprises,bruce@wayne.corp,"1007 Mountain Drive, Gotham",Legacy Software Refactoring & Debt Remediation,60,180,Unbilled
LINE-11260,C-011,Gekko & Co,gordon@gekkoco.com,"40 Wall Street, New York",Automated ETL Pipeline Monitoring Setup,22,210,Unbilled
LINE-11261,C-011,Gekko & Co,gordon@gekkoco.com,"40 Wall Street, New York",Enterprise Cybersecurity Penetration Audit,22,275,Unbilled
LINE-11262,C-009,Hooli Inc,gavin@hooli.xyz,"100 Hooli Way, Mountain View",Custom RESTful API Gateway Integration,41,155,Unbilled
LINE-11263,C-010,Massive Dynamic,billing@massivedynamic.com,"655 Madison Avenue, New York",Legacy Software Refactoring & Debt Remediation,27,180,Billed
LINE-11264,C-002,Stark Industries,pepper@stark.com,"10880 Malibu Point, California",Full-Stack Application Load Balancing Deployment,5,190,Unbilled
LINE-11265,C-001,Wayne Enterprises,bruce@wayne.corp,"1007 Mountain Drive, Gotham",UI/UX Design Framework Component Library,32,160,Unbilled
LINE-11266,C-001,Wayne Enterprises,bruce@wayne.corp,"1007 Mountain Drive, Gotham",Automated ETL Pipeline Monitoring Setup,25,150,Unbilled
LINE-11267,C-001,Wayne Enterprises,bruce@wayne.corp,"1007 Mountain Drive, Gotham",Big Data Warehouse Schema Warehousing,57,235,Unbilled
LINE-11268,C-011,Gekko & Co,gordon@gekkoco.com,"40 Wall Street, New York",Corporate System Administration Workshop,12,140,Unbilled
LINE-11269,C-005,Tyrell Corporation,payables@tyrell.io,"Top Floor, Tyrell Pyramid, Los Angeles",Database Optimization & Performance Tuning,49,190,Billed
LINE-11270,C-005,Tyrell Corporation,payables@tyrell.io,"Top Floor, Tyrell Pyramid, Los Angeles",IT Infrastructure Disaster Recovery Simulation,7,255,Unbilled
LINE-11271,C-004,Oscorp Industries,billing@oscorp.com,"900 Avenue of the Americas, New York",Microservices Network Mesh Configuration,15,215,Billed
LINE-11272,C-015,Avery Sterling Finance,accounts@sterling.com,"550 Park Avenue, New York",IT Infrastructure Disaster Recovery Simulation,57,240,Unbilled
LINE-11273,C-015,Avery Sterling Finance,accounts@sterling.com,"550 Park Avenue, New York",Automated ETL Pipeline Monitoring Setup,42,140,Unbilled
LINE-11274,C-015,Avery Sterling Finance,accounts@sterling.com,"550 Park Avenue, New York",Predictive ML Model Compliance Validation,44,240,Unbilled
LINE-11275,C-008,Umbrella Corp,redqueen@umbrella.com,Raccoon City Underground Facility,Automated ETL Pipeline Monitoring Setup,56,210,Unbilled
LINE-11276,C-015,Avery Sterling Finance,accounts@sterling.com,"550 Park Avenue, New York",Cloud Infrastructure Architecture Review,21,140,Unbilled
LINE-11277,C-010,Massive Dynamic,billing@massivedynamic.com,"655 Madison Avenue, New York",Automated ETL Pipeline Monitoring Setup,14,160,Unbilled
LINE-11278,C-013,Virtucon Industries,numbertwo@virtucon.com,"Dr. Evil Volcano Lair, Pacific Ocean",Predictive ML Model Compliance Validation,23,275,Unbilled
LINE-11279,C-012,Soylent Corp,green@soylent.com,"Unit 4B Industrial District, New York",UI/UX Design Framework Component Library,49,160,Unbilled
LINE-11280,C-007,Initech LLC,lumbergh@initech.com,"4120 Freemont Ave, Austin",Database Optimization & Performance Tuning,52,155,Unbilled
LINE-11281,C-009,Hooli Inc,gavin@hooli.xyz,"100 Hooli Way, Mountain View",Full-Stack Application Load Balancing Deployment,19,250,Unbilled
LINE-11282,C-015,Avery Sterling Finance,accounts@sterling.com,"550 Park Avenue, New York",Microservices Network Mesh Configuration,50,215,Billed
LINE-11283,C-007,Initech LLC,lumbergh@initech.com,"4120 Freemont Ave, Austin",Legacy Software Refactoring & Debt Remediation,50,180,Billed
LINE-11284,C-003,Acme Corporation,accounting@acme.com,"123 Industrial Way, Chicago",Big Data Warehouse Schema Warehousing,50,200,Unbilled
LINE-11285,C-015,Avery Sterling Finance,accounts@sterling.com,"550 Park Avenue, New York",Corporate System Administration Workshop,53,140,Unbilled
LINE-11286,C-005,Tyrell Corporation,payables@tyrell.io,"Top Floor, Tyrell Pyramid, Los Angeles",Corporate System Administration Workshop,4,100,Unbilled
LINE-11287,C-006,Cyberdyne Systems,finance@cyberdyne.com,"18111 Von Karman Avenue, Irvine",Custom RESTful API Gateway Integration,58,120,Unbilled
LINE-11288,C-010,Massive Dynamic,billing@massivedynamic.com,"655 Madison Avenue, New York",Big Data Warehouse Schema Warehousing,29,200,Unbilled
LINE-11289,C-007,Initech LLC,lumbergh@initech.com,"4120 Freemont Ave, Austin",Custom RESTful API Gateway Integration,42,190,Billed
LINE-11290,C-014,Reynholm Industries,douglas@reynholm.co.uk,"100 Reynholm Towers, London",Legacy Software Refactoring & Debt Remediation,6,140,Unbilled
LINE-11291,C-015,Avery Sterling Finance,accounts@sterling.com,"550 Park Avenue, New York",Big Data Warehouse Schema Warehousing,39,185,Unbilled
LINE-11292,C-004,Oscorp Industries,billing@oscorp.com,"900 Avenue of the Americas, New York",Predictive ML Model Compliance Validation,54,250,Billed
LINE-11293,C-012,Soylent Corp,green@soylent.com,"Unit 4B Industrial District, New York",Corporate System Administration Workshop,6,80,Unbilled
LINE-11294,C-005,Tyrell Corporation,payables@tyrell.io,"Top Floor, Tyrell Pyramid, Los Angeles",Predictive ML Model Compliance Validation,27,310,Billed
LINE-11295,C-013,Virtucon Industries,numbertwo@virtucon.com,"Dr. Evil Volcano Lair, Pacific Ocean",Legacy Software Refactoring & Debt Remediation,8,140,Unbilled
LINE-11296,C-014,Reynholm Industries,douglas@reynholm.co.uk,"100 Reynholm Towers, London",Custom RESTful API Gateway Integration,18,155,Unbilled
LINE-11297,C-015,Avery Sterling Finance,accounts@sterling.com,"550 Park Avenue, New York",Microservices Network Mesh Configuration,14,230,Unbilled
LINE-11298,C-011,Gekko & Co,gordon@gekkoco.com,"40 Wall Street, New York",Predictive ML Model Compliance Validation,27,270,Billed
LINE-11299,C-001,Wayne Enterprises,bruce@wayne.corp,"1007 Mountain Drive, Gotham",Blockchain Ledger Reconciliation Compliance Consulting,57,300,Unbilled
LINE-11300,C-005,Tyrell Corporation,payables@tyrell.io,"Top Floor, Tyrell Pyramid, Los Angeles",Automated ETL Pipeline Monitoring Setup,14,150,Unbilled
LINE-11301,C-010,Massive Dynamic,billing@massivedynamic.com,"655 Madison Avenue, New York",Full-Stack Application Load Balancing Deployment,33,215,Unbilled
LINE-11302,C-003,Acme Corporation,accounting@acme.com,"123 Industrial Way, Chicago",DevOps CI/CD Automation Architecture Engineering,3,170,Unbilled
LINE-11303,C-004,Oscorp Industries,billing@oscorp.com,"900 Avenue of the Americas, New York",Big Data Warehouse Schema Warehousing,30,175,Unbilled
LINE-11304,C-003,Acme Corporation,accounting@acme.com,"123 Industrial Way, Chicago",Full-Stack Application Load Balancing Deployment,10,200,Unbilled
LINE-11305,C-002,Stark Industries,pepper@stark.com,"10880 Malibu Point, California",DevOps CI/CD Automation Architecture Engineering,21,200,Unbilled
LINE-11306,C-010,Massive Dynamic,billing@massivedynamic.com,"655 Madison Avenue, New York",Enterprise Cybersecurity Penetration Audit,3,225,Unbilled
LINE-11307,C-005,Tyrell Corporation,payables@tyrell.io,"Top Floor, Tyrell Pyramid, Los Angeles",Predictive ML Model Compliance Validation,32,260,Unbilled
LINE-11308,C-007,Initech LLC,lumbergh@initech.com,"4120 Freemont Ave, Austin",DevOps CI/CD Automation Architecture Engineering,33,205,Unbilled
LINE-11309,C-008,Umbrella Corp,redqueen@umbrella.com,Raccoon City Underground Facility,Enterprise Cybersecurity Penetration Audit,46,235,Unbilled
LINE-11310,C-015,Avery Sterling Finance,accounts@sterling.com,"550 Park Avenue, New York",UI/UX Design Framework Component Library,15,160,Unbilled
LINE-11311,C-015,Avery Sterling Finance,accounts@sterling.com,"550 Park Avenue, New York",Legacy Software Refactoring & Debt Remediation,24,120,Unbilled
LINE-11312,C-003,Acme Corporation,accounting@acme.com,"123 Industrial Way, Chicago",UI/UX Design Framework Component Library,14,100,Unbilled
LINE-11313,C-010,Massive Dynamic,billing@massivedynamic.com,"655 Madison Avenue, New York",Cloud Infrastructure Architecture Review,36,140,Unbilled
